region_id,scene_id,district,state,proposed_label,tags,model_evidence,native_input_sha256,model_run_id,priority,visible_area_m2,source_dates,source_date_seam,boundary_overlap_fraction,sampling_group,spatial_holdout_group,review_url,human_label,geometry_decision,reviewer,reviewed_at,review_status,feedback
C02.f16,C02,Fatehabad,Haryana,unburned-looking field,tan; olive; faint-rows,Low-contrast parallel bands extend through this parcel.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2428,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f16,,,,,pending,
C02.f17,C02,Fatehabad,Haryana,unburned-looking field,olive; narrow; tree-occluded,A narrow covered strip is partly obscured near its upper boundary.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,634,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f17,,,,,pending,
C02.f18,C02,Fatehabad,Haryana,unburned-looking field,green; textured; irregular; building-adjacent,Connected visible cover wraps around the compound and a pale inset parcel.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,6032,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f18,,,,,pending,
C02.f19,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; building-adjacent,A small pale parcel sits beside the compound without obvious burn-like texture.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,640,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f19,,,,,pending,
C02.f20,C02,Fatehabad,Haryana,unburned-looking field,brown; green; banded,Brown upper ground transitions to green and pale lower bands without clear char-like patches.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,4009,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f20,,,,,pending,
C02.f21,C02,Fatehabad,Haryana,unburned-looking field,brown; mottled; low-contrast,Surface variation is diffuse rather than a coherent char-and-ash pattern.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2140,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f21,,,,,pending,
C02.f22,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; vegetation-occluded,Pale ground surrounds a green intrusion along the upper-right edge.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3052,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f22,,,,,pending,
C02.f23,C02,Fatehabad,Haryana,unburned-looking field,brown; broad; low-contrast,Broad brown cover lacks the sharply contrasting dark swaths seen farther down.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,6977,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f23,,,,,pending,
C02.f24,C02,Fatehabad,Haryana,unburned-looking field,tan; uniform; tree-bordered,Mostly uniform pale ground has localized tree-related darkness at its edge.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3474,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f24,,,,,pending,
C02.f25,C02,Fatehabad,Haryana,unburned-looking field,green; dense-cover; tree-bordered,Green cover is interrupted by small pale strips near the lower boundary.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1136,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f25,,,,,pending,
C02.f26,C02,Fatehabad,Haryana,unburned-looking field,pale-tan; smooth; elongated,A light-toned parcel provides a nearby no-burn-looking comparison.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1613,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f26,,,,,pending,
C02.f27,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; edge-clipped,The visible portion is pale and lacks coherent burn-like texture.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1085,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f27,,,,,pending,
C02.f28,C02,Fatehabad,Haryana,unburned-looking field,tan; faint-texture; edge-clipped,Light ground remains visually distinct from the dark parcel below.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1049,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f28,,,,,pending,
C02.f29,C02,Fatehabad,Haryana,unburned-looking field,olive; smooth; edge-clipped; tree-bordered,Low-contrast cover is interrupted by boundary trees.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2456,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f29,,,,,pending,
C02.f30,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; elongated,Pale exposed-looking ground lacks burn-specific markings.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2360,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f30,,,,,pending,
C02.f31,C02,Fatehabad,Haryana,unburned-looking field,pale-tan; elongated; sparse-dark-spots,Isolated dark spots do not form a coherent burn-like patch.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1415,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f31,,,,,pending,
C02.f32,C02,Fatehabad,Haryana,unburned-looking field,brown; olive; broad; pale-patches,Broad muted cover contains small pale marks but no clear char-and-ash pattern.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,6702,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f32,,,,,pending,
C02.f33,C02,Fatehabad,Haryana,unburned-looking field,tan; stubble-like; curved-lines,Pale linear residue-like texture lacks the charcoal-dark background of the burn-looking parcels.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3194,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f33,,,,,pending,
C02.f34,C02,Fatehabad,Haryana,unburned-looking field,olive; pale-patches; tree-occluded,Mixed light ground and green cover occur below roadside trees.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1134,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f34,,,,,pending,
C02.f35,C02,Fatehabad,Haryana,unburned-looking field,green; dense-cover; irregular,Dense green cover surrounds a small pale inset at the upper right.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2007,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f35,,,,,pending,
C02.f36,C02,Fatehabad,Haryana,uncertain field,pale-tan; smooth; candidate-overlap,Mostly pale ground lacks clear burn-like texture despite partial inclusion in the candidate.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,uncertain-class-review,1921,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f36,,,,,pending,
C02.f37,C02,Fatehabad,Haryana,burned-looking field,charcoal-dark; pale-streaks; curved-swaths; candidate-overlap,Coherent dark swaths alternate with pale residue- or ash-like lines. Wet soil and retained residue remain alternatives.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,burn-class-review,3176,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f37,,,,,pending,
C02.f38,C02,Fatehabad,Haryana,burned-looking field,charcoal-dark; pale-streaks; banded; candidate-overlap,Extensive near-black cover has repeated pale streaks and curved margins consistent with char-like ground. Dark moist soil with residue cannot be excluded.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,burn-class-review,8840,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f38,,,,,pending,
C02.f39,C02,Fatehabad,Haryana,unburned-looking field,green; textured; edge-clipped,Green textured cover lies immediately beside the dark streaked parcel.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2645,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f39,,,,,pending,
C02.f40,C02,Fatehabad,Haryana,unburned-looking field,brown; mottled; edge-clipped,Brown ground contains diffuse tonal variation without coherent char-like swaths.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2633,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f40,,,,,pending,
C02.f41,C02,Fatehabad,Haryana,unburned-looking field,olive; elongated; faint-bands,Muted cover and pale longitudinal bands are visible.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1654,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f41,,,,,pending,
C02.f42,C02,Fatehabad,Haryana,unburned-looking field,green; textured; tree-bordered,Vegetated-looking cover is locally obscured along the right boundary.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3336,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f42,,,,,pending,
C02.f43,C02,Fatehabad,Haryana,unburned-looking field,pale-tan; olive; parallel-bands,Pale and greenish bands lack sharply contrasting char-like patches.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2865,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f43,,,,,pending,
C02.f44,C02,Fatehabad,Haryana,unburned-looking field,olive; smooth; faint-rows,Low-contrast covered ground forms a separate horizontal parcel.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,1970,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f44,,,,,pending,
C02.f45,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; irregular,A pale angular parcel borders darker green cover without clear char-like texture.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,952,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f45,,,,,pending,
C02.f46,C02,Fatehabad,Haryana,unburned-looking field,pale-tan; smooth; tree-bordered,Light ground is interrupted by small boundary trees near the bottom.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3261,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f46,,,,,pending,
C02.f47,C02,Fatehabad,Haryana,unburned-looking field,pale-tan; brown-margin; smooth,A broad pale center and darker lower margin do not establish burning.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2925,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f47,,,,,pending,
C02.f48,C02,Fatehabad,Haryana,unburned-looking field,green; textured; tree-bordered,"Green cover dominates, with localized occlusion along its edges.",bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3619,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f48,,,,,pending,
C02.f49,C02,Fatehabad,Haryana,unburned-looking field,green; dense-cover; fine-rows,Continuous fine-textured green cover lacks distinct burn-like patches.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,4559,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f49,,,,,pending,
C02.f50,C02,Fatehabad,Haryana,burned-looking field,charcoal-dark; pale-flecks; curved-lines; candidate-overlap,Dark cover contains pale flecks and curved residue-like lines. Its appearance is burn-like but not diagnostic.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,burn-class-review,1492,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f50,,,,,pending,
C02.f51,C02,Fatehabad,Haryana,burned-looking field,charcoal-dark; pale-lines; diagonal-tracks; candidate-overlap,"Coherent dark swaths are crossed by pale bands and diagonal tracks, supporting a provisional burn-looking label.",bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,burn-class-review,3405,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f51,,,,,pending,
C02.f52,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; pale-spot,Mostly uniform tan ground has one small pale mark but no coherent burn-like patch.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3781,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f52,,,,,pending,
C02.f53,C02,Fatehabad,Haryana,uncertain field,gray-tan; smooth; diffuse-darkness,Gray-brown ground could be soil or residue; it lacks the distinct streaked appearance above.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,uncertain-class-review,1696,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f53,,,,,pending,
C02.f54,C02,Fatehabad,Haryana,unburned-looking field,green; faint-rows; pale-margin,Green cover occupies most of the parcel beside a narrow pale edge.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,2565,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f54,,,,,pending,
C02.f55,C02,Fatehabad,Haryana,partially burned-looking field,charcoal-swaths; tan-cover; curved-bands; candidate-overlap,Repeated dark char-like swaths coexist with substantial pale ground or residue within the parcel. Dark soil between residue bands remains an alternative.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,burn-class-review,5864,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f55,,,,,pending,
C02.f56,C02,Fatehabad,Haryana,unburned-looking field,green; parallel-rows; dense-cover,Continuous green rows provide a strong no-burn-looking comparison beside the dark parcels.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,7015,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f56,,,,,pending,
C02.f57,C02,Fatehabad,Haryana,unburned-looking field,green; dense-cover; building-adjacent,Dark green texture is consistent across the visible parcel and differs from the pale-streaked charcoal regions.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,4193,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f57,,,,,pending,
C02.f58,C02,Fatehabad,Haryana,unburned-looking field,olive; brown-bands; pale-spot,"Mixed muted cover includes a pale oval spot, insufficient evidence of burning.",bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3476,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f58,,,,,pending,
C02.f59,C02,Fatehabad,Haryana,uncertain field,brown; mottled; pale-patches,"Diffuse brown and pale variation may reflect exposed soil, moisture, or residue.",bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,uncertain-class-review,3294,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f59,,,,,pending,
C02.f60,C02,Fatehabad,Haryana,unburned-looking field,tan; smooth; tree-bordered,Predominantly tan ground lacks distinctive char-like patterning.,bce1ab25bef57b555daf345717a6e39ff67de85e1efb40e5bcb555396044bcbf,fa02cb05-14b1-421d-8b80-d4d5c7d4b444,routine-review,3547,2022-11-05,False,0,initial-study,spatial-C02,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C02.f60,,,,,pending,
